X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
-76.9852531511558,38.8663397994212,18097024,2018/06/15 10:25:29+00,DAY,OTHERS,THEFT/OTHER,1909 - 1999 BLOCK OF 14TH STREET SE,401280,133168,8,8A,7,701,Cluster 28,007503 1,007503,Precinct 114,38.8663320175306,-76.9852508742629,,2018/06/15 07:33:35+00,2018/06/15 08:37:47+00,440980579,18097024-01
-77.0288642358668,38.9170002565656,18097035,2018/06/15 09:08:15+00,DAY,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF U STREET NW,397497,138792,1,1B,3,305,Cluster 3,004400 2,004400,Precinct 22,38.916992466081,-77.0288619423029,,2018/06/15 07:54:51+00,1970/01/01 00:00:00+00,440980580,18097035-01
-77.0139520120467,38.9031301391009,18097040,2018/06/15 09:05:43+00,DAY,OTHERS,THEFT F/AUTO,1000 - 1099 BLOCK OF NEW JERSEY AVENUE NW,398790,137252,6,6E,1,101,Cluster 8,004701 2,004701,Precinct 1,38.9031223508565,-77.0139497239741,MOUNT VERNON TRIANGLE CID,2018/06/14 22:00:05+00,2018/06/15 08:00:02+00,440980581,18097040-01
-77.016167620501,38.9632422724925,18097046,2018/06/15 09:08:34+00,DAY,OTHERS,MOTOR VEHICLE THEFT,6000  - 6099 BLOCK OF 3RD STREET NW,398599,143925,4,4B,4,406,Cluster 17,001902 1,001902,Precinct 64,38.9632344722176,-77.0161653280611,,2018/06/15 08:40:03+00,2018/06/15 11:15:33+00,440980582,18097046-01
-77.0309023474266,38.9103876148867,18097049,2018/06/15 09:11:47+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1500 - 1599 BLOCK OF KINGMAN PLACE NW,397320,138058,2,2F,3,307,Cluster 7,005001 2,005001,Precinct 16,38.9103798258111,-77.0309000536323,,2018/06/15 08:41:18+00,1970/01/01 00:00:00+00,440980583,18097049-01
-77.0208232530535,38.9430810258829,18097065,2018/06/15 09:50:15+00,DAY,OTHERS,THEFT/OTHER,500  - 699 BLOCK OF VARNUM STREET NW,398195,141687,4,4C,4,407,Cluster 18,002400 3,002400,Precinct 46,38.9430732298425,-77.0208209603984,,2018/06/10 02:22:44+00,2018/06/10 02:30:56+00,440980584,18097065-01
-77.0116419191671,38.8764655974377,18097076,2018/06/15 10:23:50+00,DAY,OTHERS,THEFT/OTHER,50 - 99 BLOCK OF M STREET SW,398990,134292,6,6D,1,105,Cluster 9,006400 1,006400,Precinct 127,38.8764578144859,-77.0116396334407,,2018/06/15 09:45:37+00,2018/06/15 10:26:42+00,440980585,18097076-01
-76.9757407268623,38.8505284244284,18097080,2018/06/15 11:28:49+00,DAY,OTHERS,THEFT F/AUTO,1839 - 2033 BLOCK OF ALABAMA AVENUE SE,402106,131413,8,8E,7,704,Cluster 38,007404 1,007404,Precinct 117,38.8505206453765,-76.9757384538931,,2018/06/15 10:11:40+00,2018/06/15 10:39:47+00,440980586,18097080-01
-76.9676321467779,38.9231250026747,18097086,2018/06/15 10:34:44+00,DAY,OTHERS,BURGLARY,2512 - 2599 BLOCK OF BLADENSBURG ROAD NE,402807,139472,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,38.9231172086726,-76.967629871912,,2018/06/14 17:00:31+00,2018/06/15 09:40:34+00,440980587,18097086-01
-76.96904282735,38.8612738966963,18097097,2018/06/15 10:59:01+00,DAY,OTHERS,THEFT F/AUTO,2650 - 2699 BLOCK OF NAYLOR ROAD SE,402687,132606,8,8B,6,606,Cluster 35,007605 2,007605,Precinct 134,38.8612661152256,-76.9690405558131,,2018/06/15 10:28:18+00,1970/01/01 00:00:00+00,440980588,18097097-01
-77.0850059545988,38.9439618088305,18097101,2018/06/15 11:01:47+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4300 - 4399 BLOCK OF VERPLANCK PLACE NW,392631,141788,3,3E,2,202,Cluster 11,001001 4,001001,Precinct 30,38.9439540150116,-77.0850036419012,,2018/06/14 18:00:16+00,2018/06/15 08:30:24+00,440980589,18097101-01
-77.0332650386923,38.9083871133391,18097102,2018/06/15 11:04:47+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1400 - 1499 BLOCK OF RHODE ISLAND AVENUE NW,397115,137836,2,2F,2,208,Cluster 7,005201 3,005201,Precinct 16,38.908379324755,-77.0332627442844,,2018/06/15 10:51:29+00,2018/06/15 10:55:28+00,440980590,18097102-01
-77.0035765819656,38.9111213229492,18097105,2018/06/15 11:06:39+00,DAY,OTHERS,THEFT F/AUTO,150 - 299 BLOCK OF Q STREET NE,399690,138139,5,5E,5,502,Cluster 21,008702 2,008702,Precinct 75,38.9111135327066,-77.0035742966363,NOMA,2018/06/14 21:00:55+00,2018/06/15 10:00:00+00,440980591,18097105-01
-76.9892054857377,38.8661510549314,18097113,2018/06/15 17:29:01+00,EVENING,OTHERS,THEFT/OTHER,2000 - 2098 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400937,133147,8,8A,7,701,Cluster 28,007503 1,007503,Precinct 114,38.866143273226,-76.9892032076256,ANACOSTIA,2018/06/15 11:29:04+00,2018/06/15 15:56:53+00,440980592,18097113-01
-76.9820177417314,38.9022107365221,18097116,2018/06/15 11:42:25+00,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF BLADENSBURG ROAD NE,401560,137150,5,5D,5,506,Cluster 23,008802 2,008802,Precinct 77,38.9022029472732,-76.9820154636605,,2018/06/15 11:15:11+00,2018/06/15 11:39:40+00,440980593,18097116-01
-76.9717243837607,38.8980738614096,18097121,2018/06/15 12:50:52+00,DAY,OTHERS,THEFT F/AUTO,2400 - 2499 BLOCK OF BENNING ROAD NE,402453,136691,7,7D,5,507,,007903 1,007903,Precinct 80,38.8980660726119,-76.9717221091481,,2018/06/15 11:10:29+00,2018/06/15 11:30:06+00,440980594,18097121-01
-76.9803929289199,38.8996160677594,18097126,2018/06/15 12:15:58+00,DAY,OTHERS,THEFT F/AUTO,1516 - 1699 BLOCK OF BENNING ROAD NE,401701,136862,6,6A,5,507,Cluster 23,007901 4,007901,Precinct 81,38.8996082789733,-76.9803906515132,,2018/06/15 11:40:24+00,2018/06/15 11:55:06+00,440980595,18097126-01
-77.004500097617,38.9288046379205,18097132,2018/06/15 12:32:14+00,DAY,OTHERS,THEFT F/AUTO,100 - 379 BLOCK OF MICHIGAN AVENUE NE,399610,140102,5,5A,4,405,Cluster 21,002302 1,002302,Precinct 44,38.9287968441476,-77.0044978109195,,2018/06/15 11:45:23+00,1970/01/01 00:00:00+00,440980596,18097132-01
-77.01764647543,38.8778701542595,18097151,2018/06/15 13:26:12+00,DAY,OTHERS,THEFT/OTHER,900 - 1199 BLOCK OF 4TH STREET SW,398469,134448,6,6D,1,105,Cluster 9,010200 2,010200,Precinct 142,38.877862371248,-77.0176441877483,SOUTHWEST,2018/06/15 11:45:26+00,2018/06/15 12:00:29+00,440980597,18097151-01
-77.0297359230783,38.9334672453904,18097169,2018/06/15 14:04:44+00,DAY,OTHERS,THEFT/OTHER,3500 - 3599 BLOCK OF 13TH STREET NW,397422,140620,1,1A,4,408,Cluster 2,002900 2,002900,Precinct 42,38.9334594516197,-77.0297336282356,,2018/06/15 13:11:22+00,2018/06/15 13:50:25+00,440980598,18097169-01
-76.9803929289199,38.8996160677594,18097171,2018/06/15 13:45:13+00,DAY,OTHERS,THEFT F/AUTO,1516 - 1699 BLOCK OF BENNING ROAD NE,401701,136862,6,6A,5,507,Cluster 23,007901 4,007901,Precinct 81,38.8996082789733,-76.9803906515132,,2018/06/15 11:30:59+00,2018/06/15 13:00:53+00,440980599,18097171-01
-77.0265161490182,38.8973536039074,18097172,2018/06/15 14:41:22+00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF F STREET NW,397700,136611,2,2C,2,209,Cluster 8,005800 1,005800,Precinct 129,38.8973458172963,-77.026513857386,DOWNTOWN,2018/06/15 13:01:28+00,1970/01/01 00:00:00+00,440980600,18097172-01
-77.0017098435941,38.9578023903883,18097182,2018/06/15 14:54:34+00,DAY,OTHERS,THEFT F/AUTO,300  - 399 BLOCK OF RIGGS ROAD NE,399852,143321,4,4B,4,406,Cluster 19,009505 3,009505,Precinct 65,38.957794590669,-77.0017075559917,,2018/06/15 13:35:30+00,1970/01/01 00:00:00+00,440980601,18097182-01
-76.9772890162456,38.9447652248207,18097195,2018/06/15 14:40:23+00,DAY,OTHERS,THEFT F/AUTO,4427 - 4599 BLOCK OF 19TH PLACE NE,401969,141874,5,5B,5,503,Cluster 20,009400 1,009400,Precinct 69,38.9447574268167,-76.9772867370492,,2018/06/15 13:30:37+00,2018/06/15 14:10:49+00,440980602,18097195-01
-76.9954743182992,38.8587555541122,18097200,2018/06/15 14:40:28+00,DAY,OTHERS,BURGLARY,2600 - 2631 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400393,132326,8,8C,7,703,Cluster 37,007401 2,007401,Precinct 119,38.8587477741329,-76.9954720386854,ANACOSTIA,2018/06/14 17:00:24+00,2018/06/15 13:00:17+00,440980603,18097200-01
-77.0302685178885,38.9111264649635,18097203,2018/06/16 13:58:00+00,DAY,OTHERS,THEFT F/AUTO,1300 - 1329 BLOCK OF Q STREET NW,397375,138140,2,2F,3,307,Cluster 7,005001 2,005001,Precinct 16,38.9111186757153,-77.0302662242463,,2018/06/15 13:20:24+00,2018/06/15 13:32:35+00,440980604,18097203-01
-77.021917488878,38.9003453336148,18097204,2018/06/15 22:03:39+00,EVENING,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF 7TH STREET NW,398099,136943,2,2C,1,101,Cluster 8,005800 1,005800,Precinct 129,38.9003375462289,-77.021915198495,DOWNTOWN,2018/06/07 06:45:08+00,2018/06/07 07:00:08+00,440980605,18097204-01
-76.9814176497426,38.9488016642819,18097210,2018/06/15 15:44:30+00,EVENING,OTHERS,THEFT F/AUTO,4800 - 4899 BLOCK OF EASTERN AVENUE NE,401611,142322,5,5B,4,405,Cluster 20,009503 1,009503,Precinct 67,38.9487938656187,-76.9814153690131,,2018/06/15 14:10:04+00,2018/06/15 14:57:54+00,440980606,18097210-01
-77.0244085968835,38.9369727089402,18097214,2018/06/15 14:52:18+00,DAY,OTHERS,THEFT/OTHER,3700  - 3799 BLOCK OF GEORGIA AVENUE NW,397884,141009,4,4C,4,404,Cluster 18,002502 2,002502,Precinct 49,38.9369649142643,-77.0244063034854,,2018/06/15 14:42:10+00,1970/01/01 00:00:00+00,440980607,18097214-01
-77.0267872846186,38.9747168230679,18097215,2018/06/15 15:03:03+00,EVENING,OTHERS,THEFT/OTHER,6900  - 7099 BLOCK OF GEORGIA AVENUE NW,397679,145199,4,4A,4,401,,010300 1,010300,Precinct 62,38.9747090208796,-77.0267849881669,,2018/06/15 13:55:32+00,2018/06/15 14:15:22+00,440980608,18097215-01
-77.0308614397016,38.9224317681846,18097217,2018/06/15 14:49:47+00,DAY,OTHERS,BURGLARY,1300 - 1399 BLOCK OF CLIFTON STREET NW,397324,139395,1,1B,3,304,Cluster 2,003600 1,003600,Precinct 23,38.9224239766798,-77.0308591451836,,2018/06/15 14:25:23+00,1970/01/01 00:00:00+00,440980609,18097217-01
-76.9255292994559,38.889756835846,18097222,2018/06/15 15:32:52+00,EVENING,OTHERS,THEFT/OTHER,5300 - 5325 BLOCK OF EAST CAPITOL STREET,406461,135770,7,7E,6,604,Cluster 33,009903 2,009903,Precinct 105,38.8897490470085,-76.9255270397396,,2018/06/13 18:00:06+00,2018/06/13 18:10:15+00,440980610,18097222-01
-77.0161473503147,38.9756286077236,18097230,2018/06/15 15:29:04+00,EVENING,OTHERS,THEFT/OTHER,200  - 299 BLOCK OF CEDAR STREET NW,398601,145300,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9756208049541,-77.0161450571219,,2018/06/15 14:45:20+00,2018/06/15 14:55:30+00,440980611,18097230-01
-77.0172024777628,38.9005262903301,18097231,2018/06/15 15:22:42+00,EVENING,OTHERS,THEFT/OTHER,400 - 457 BLOCK OF MASSACHUSETTS AVENUE NW,398508,136963,2,2C,1,101,Cluster 8,005900 1,005900,Precinct 143,38.9005185027319,-77.017200188837,DOWNTOWN,2018/06/15 09:20:39+00,2018/06/15 09:25:59+00,440980612,18097231-01
-76.932189520676,38.8798606748323,18097250,2018/06/15 20:09:34+00,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,4900 - 4971 BLOCK OF BENNING ROAD SE,405884,134671,7,7E,6,604,Cluster 33,007707 1,007707,Precinct 106,38.8798528882397,-76.9321872594868,,2018/06/15 14:29:06+00,2018/06/15 16:28:37+00,440980613,18097250-01
-77.0405816537455,38.9002142237255,18097277,2018/06/15 17:04:18+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1700 - 1799 BLOCK OF H STREET NW,396480,136929,2,2B,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9002064370622,-77.040579357559,GOLDEN TRIANGLE,2018/06/15 12:45:35+00,1970/01/01 00:00:00+00,440980614,18097277-01
-76.9488113816455,38.8918953355375,18097281,2018/06/15 17:04:42+00,EVENING,OTHERS,BURGLARY,3826 - 3999 BLOCK OF BLAINE STREET NE,404441,136006,7,7F,6,603,Cluster 32,009603 2,009603,Precinct 102,38.8918875471338,-76.9488091145463,,2018/06/15 14:32:43+00,1970/01/01 00:00:00+00,440980615,18097281-01
-77.038084068204,38.9077820825281,18097285,2018/06/15 17:21:39+00,EVENING,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF MASSACHUSETTS AVENUE NW,396697,137769,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 15,38.9077742942457,-77.0380817723326,,2018/06/15 16:03:05+00,2018/06/15 17:07:27+00,440980616,18097285-01
-77.0401933633411,38.9271853241002,18097294,2018/06/15 18:07:31+00,EVENING,OTHERS,BURGLARY,1650 - 1798 BLOCK OF HARVARD STREET NW,396515,139923,1,1C,3,303,Cluster 1,003900 1,003900,Precinct 35,38.9271775319857,-77.0401910656261,,2018/06/15 01:47:55+00,2018/06/15 02:10:07+00,440980617,18097294-01
-76.978161507666,38.8455021924139,18097297,2018/06/15 17:05:39+00,EVENING,OTHERS,THEFT F/AUTO,3400 - 3499 BLOCK OF 18TH STREET SE,401896,130855,8,8B,7,704,Cluster 38,007409 3,007409,Precinct 116,38.845494414467,-76.9781592342486,,2018/06/15 00:30:36+00,2018/06/15 10:30:54+00,440980618,18097297-01
-77.0327328490334,38.9295208052423,18097301,2018/06/16 14:01:36+00,DAY,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162,140182,1,1A,3,302,Cluster 2,003000 1,003000,Precinct 39,38.9295130123787,-77.0327305534988,,2018/06/15 16:59:28+00,2018/06/15 17:45:25+00,440980619,18097301-01
-76.9984588059721,38.8397208008028,18097302,2018/06/15 17:25:32+00,EVENING,OTHERS,ROBBERY,3301 - 3699 BLOCK OF 6TH STREET SE,400134,130213,8,8C,7,705,Cluster 39,009804 2,009804,Precinct 122,38.8397130247783,-76.9984565265869,,2018/06/15 14:56:08+00,1970/01/01 00:00:00+00,440980620,18097302-01
-77.0856142935412,38.9510418764849,18097309,2018/06/15 19:26:41+00,EVENING,OTHERS,THEFT F/AUTO,4311 - 4399 BLOCK OF CHESAPEAKE STREET NW,392579,142574,3,3E,2,202,Cluster 11,001001 2,001001,Precinct 31,38.9510340812632,-77.0856119802197,,2018/06/15 16:19:13+00,2018/06/15 17:19:01+00,440980621,18097309-01
-77.034907441775,38.9661388361117,18097312,2018/06/15 17:49:19+00,EVENING,OTHERS,THEFT F/AUTO,1400  - 1599 BLOCK OF SHERIDAN STREET NW,396975,144247,4,4A,4,402,Cluster 17,001803 2,001803,Precinct 60,38.9661310359538,-77.0349051433198,,2018/06/15 16:00:49+00,2018/06/15 16:20:44+00,440980622,18097312-01
-77.0169262736292,38.9025261861515,18097320,2018/06/15 17:30:15+00,EVENING,OTHERS,THEFT/OTHER,400 - 443 BLOCK OF K STREET NW,398532,137185,6,6E,1,101,Cluster 8,004702 1,004702,Precinct 1,38.9025183981397,-77.0169239846672,MOUNT VERNON TRIANGLE CID,2018/06/15 09:30:12+00,2018/06/15 09:48:36+00,440980623,18097320-01
-76.9799308943115,38.9438288464047,18097325,2018/06/15 17:40:53+00,EVENING,OTHERS,THEFT F/AUTO,1700 - 1799 BLOCK OF MICHIGAN AVENUE NE,401740,141770,5,5B,5,503,Cluster 20,009503 2,009503,Precinct 67,38.9438210486879,-76.9799286143493,,2018/06/15 16:29:47+00,2018/06/15 17:41:09+00,440980624,18097325-01
-77.01764647543,38.8778701542595,18097344,2018/06/15 18:13:37+00,EVENING,OTHERS,THEFT/OTHER,900 - 1199 BLOCK OF 4TH STREET SW,398469,134448,6,6D,1,105,Cluster 9,010200 2,010200,Precinct 142,38.877862371248,-77.0176441877483,SOUTHWEST,2018/06/15 17:28:39+00,2018/06/15 18:02:27+00,440980625,18097344-01
-76.9904405632591,38.9361731285451,18097345,2018/06/16 00:11:50+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1200 - 1219 BLOCK OF PERRY STREET NE,400829,140920,5,5B,5,504,Cluster 20,009504 1,009504,Precinct 68,38.9361653327629,-76.9904382804908,,2018/06/15 07:30:44+00,2018/06/15 16:30:37+00,440980626,18097345-01
-76.9519701299069,38.8913291493743,18097346,2018/06/16 00:47:05+00,MIDNIGHT,OTHERS,THEFT/OTHER,3700 - 3761 BLOCK OF MINNESOTA AVENUE NE,404167,135943,7,7F,6,603,Cluster 32,009603 2,009603,Precinct 102,38.8913213612023,-76.9519678618582,,2018/06/15 17:41:54+00,2018/06/15 18:38:18+00,440980627,18097346-01
-77.0275683823234,38.9056500582762,18097349,2018/06/15 20:47:49+00,EVENING,OTHERS,THEFT F/AUTO,1100 - 1199 BLOCK OF M STREET NW,397609,137532,2,2F,3,307,Cluster 8,005002 4,005002,Precinct 17,38.9056422700313,-77.0275660898568,,2018/06/15 00:01:14+00,2018/06/15 10:30:22+00,440980628,18097349-01
-76.9627056478167,38.8614882467308,18097360,2018/06/15 21:13:48+00,EVENING,OTHERS,SEX ABUSE,3067 - 3150 BLOCK OF ALABAMA AVENUE SE,403237,132630,7,7B,6,606,Cluster 35,007604 2,007604,Precinct 113,38.8614804649813,-76.9627033782402,,2018/06/15 15:39:31+00,2018/06/15 20:00:10+00,440980629,18097360-01
-77.084596444866,38.9585374994591,18097369,2018/06/15 21:36:14+00,EVENING,OTHERS,THEFT F/AUTO,5224 - 5299 BLOCK OF WISCONSIN AVENUE NW,392668,143406,3,3E,2,202,Cluster 11,001001 1,001001,Precinct 31,38.9585297026902,-77.0845941314012,,2018/06/15 17:52:03+00,2018/06/15 18:31:55+00,440980630,18097369-01
-77.0091002229449,38.8765337465149,18097375,2018/06/15 19:03:33+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1299 BLOCK OF SOUTH CAPITOL STREET,399210.55,134299.54,6,6D,1,105,Cluster 9,007200 2,007200,Precinct 128,38.8765259634546,-77.0090979380056,SOUTHWEST,2018/06/15 18:31:00+00,2018/06/15 18:45:46+00,440980631,18097375-01
-77.0106097675899,38.9103822117458,18097378,2018/06/16 23:43:36+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF BATES STREET NW,399080,138057,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,38.9103744219144,-77.0106074801153,,2018/06/15 18:13:00+00,2018/06/15 18:51:14+00,440980632,18097378-01
-77.024004015155,38.9343423687466,18097381,2018/06/15 19:40:34+00,EVENING,OTHERS,THEFT/OTHER,3553 - 3610 BLOCK OF GEORGIA AVENUE NW,397919,140717,1,1A,4,409,Cluster 2,003100 1,003100,Precinct 43,38.9343345745856,-77.0240017220439,,2018/06/15 17:35:58+00,2018/06/15 19:40:18+00,440980633,18097381-01
-77.0172024777628,38.9005262903301,18097397,2018/06/15 19:33:05+00,EVENING,OTHERS,THEFT/OTHER,400 - 457 BLOCK OF MASSACHUSETTS AVENUE NW,398508,136963,2,2C,1,101,Cluster 8,005900 1,005900,Precinct 143,38.9005185027319,-77.017200188837,DOWNTOWN,2018/06/15 18:59:25+00,1970/01/01 00:00:00+00,440980634,18097397-01
-76.9973161640896,38.9013292703218,18097407,2018/06/15 19:48:53+00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF I STREET NE,400233,137052,6,6C,1,104,Cluster 25,010600 3,010600,Precinct 83,38.9013214818205,-76.9973138813078,,2018/06/14 15:00:57+00,2018/06/15 19:00:28+00,440980635,18097407-01
-77.0662632002872,38.9462440244399,18097408,2018/06/16 00:01:24+00,MIDNIGHT,OTHERS,THEFT F/AUTO,3400 - 3499 BLOCK OF YUMA STREET NW,394256,142040,3,3F,2,203,Cluster 12,001200 4,001200,Precinct 33,38.9462362294604,-77.066260893286,,2018/06/15 19:08:54+00,2018/06/15 20:23:59+00,440980636,18097408-01
-77.0662632002872,38.9462440244399,18097417,2018/06/15 21:29:42+00,EVENING,OTHERS,THEFT F/AUTO,3400 - 3499 BLOCK OF YUMA STREET NW,394256,142040,3,3F,2,203,Cluster 12,001200 4,001200,Precinct 33,38.9462362294604,-77.066260893286,,2018/06/15 17:30:31+00,2018/06/15 19:00:59+00,440980637,18097417-01
-76.9949738145258,38.9308945447827,18097427,2018/06/15 20:00:52+00,EVENING,OTHERS,THEFT F/AUTO,3300 - 3399 BLOCK OF 8TH STREET NE,400436,140334,5,5E,5,502,Cluster 21,009201 1,009201,Precinct 74,38.9308867502334,-76.994971530668,,2018/06/15 19:19:35+00,2018/06/15 20:01:06+00,440980638,18097427-01
-77.0656716038405,38.9051213770935,18097428,2018/06/15 20:36:05+00,EVENING,OTHERS,THEFT/OTHER,3276 - 3299 BLOCK OF M STREET NW,394304,137475,2,2E,2,206,Cluster 4,000202 4,000202,Precinct 6,38.9051135903774,-77.0656692995423,GEORGETOWN,2018/06/15 19:40:15+00,2018/06/15 19:45:10+00,440980639,18097428-01
-76.9883162967649,38.877997021064,18097431,2018/06/15 20:11:22+00,EVENING,OTHERS,THEFT F/AUTO,1000 - 1099 BLOCK OF 13TH STREET SE,401014,134462,6,6B,1,106,Cluster 26,007100 1,007100,Precinct 91,38.8779892369346,-76.9883140182083,,2018/06/10 19:25:22+00,2018/06/15 05:30:10+00,440980640,18097431-01
-77.0253183441065,38.9328827460209,18097437,2018/06/16 00:08:09+00,MIDNIGHT,OTHERS,SEX ABUSE,700 - 899 BLOCK OF PARK ROAD NW,397805,140555,1,1A,4,409,Cluster 2,003100 1,003100,Precinct 38,38.932874952203,-77.0253160506754,,2018/06/15 00:00:24+00,2018/06/15 00:08:33+00,440980641,18097437-01
-76.9836566431579,38.8941484920502,18097439,2018/06/15 20:50:52+00,EVENING,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF 15TH STREET NE,401418,136255,6,6A,1,108,Cluster 25,008001 3,008001,Precinct 81,38.8941407044885,-76.9836543650681,,2018/06/15 19:36:03+00,2018/06/15 19:46:08+00,440980642,18097439-01
-77.0327328490334,38.9295208052423,18097440,2018/06/15 21:26:57+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162,140182,1,1A,3,302,Cluster 2,003000 1,003000,Precinct 39,38.9295130123787,-77.0327305534988,,2018/06/15 19:55:00+00,1970/01/01 00:00:00+00,440980643,18097440-01
-77.0681292936736,38.9555034606667,18097451,2018/06/15 22:44:40+00,EVENING,OTHERS,THEFT F/AUTO,3400 - 3499 BLOCK OF GARRISON STREET NW,394095,143068,3,3F,2,203,Cluster 12,001301 2,001301,Precinct 138,38.9554956638924,-77.0681269855232,,2018/06/15 19:00:49+00,2018/06/15 20:15:40+00,440980644,18097451-01
-77.0161473503147,38.9756286077236,18097453,2018/06/15 23:07:16+00,MIDNIGHT,OTHERS,THEFT/OTHER,200  - 299 BLOCK OF CEDAR STREET NW,398601,145300,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9756208049541,-77.0161450571219,,2018/06/15 20:18:34+00,2018/06/15 21:53:24+00,440980645,18097453-01
-77.0874415493574,38.9547068920781,18097477,2018/06/15 21:22:30+00,EVENING,OTHERS,THEFT F/AUTO,4400 - 4499 BLOCK OF FESSENDEN STREET NW,392421,142981,3,3E,2,202,Cluster 11,001001 2,001001,Precinct 31,38.954699096187,-77.0874392352419,,2018/06/15 20:44:18+00,1970/01/01 00:00:00+00,440980646,18097477-01
-77.0494817895438,38.9007062527204,18097481,2018/06/16 13:16:10+00,DAY,OTHERS,THEFT/OTHER,2200 - 2299 BLOCK OF I STREET NW,395708,136984,2,2A,2,207,Cluster 5,010800 1,010800,Precinct 2,38.90069846629,-77.0494794905561,,2018/06/15 21:05:24+00,2018/06/15 21:25:10+00,440980647,18097481-01
-76.9899346832939,38.8429904445923,18097484,2018/06/15 21:43:20+00,EVENING,KNIFE,ASSAULT W/DANGEROUS WEAPON,1200 - 1221 BLOCK OF SAVANNAH STREET SE,400874,130576,8,8E,7,705,Cluster 39,007304 2,007304,Precinct 120,38.8429826675905,-76.9899324063637,,2018/06/15 20:38:31+00,2018/06/15 20:45:34+00,440980648,18097484-01
-77.0837950298446,38.9540159255714,18097487,2018/06/15 22:05:29+00,EVENING,OTHERS,THEFT F/AUTO,4900 - 4999 BLOCK OF 43RD STREET NW,392737,142904,3,3E,2,202,Cluster 11,001001 2,001001,Precinct 31,38.9540081296828,-77.083792716907,,2018/06/15 19:45:27+00,2018/06/15 20:45:44+00,440980649,18097487-01
-77.070019611931,38.918460209123,18097489,2018/06/15 21:47:12+00,EVENING,OTHERS,THEFT F/AUTO,2111 - 2199 BLOCK OF WISCONSIN AVENUE NW,393928,138956,3,3B,2,204,Cluster 14,000300 1,000300,Precinct 11,38.9184524198809,-77.0700173054627,,2018/06/15 21:06:31+00,1970/01/01 00:00:00+00,440980650,18097489-01
-76.9908949834463,38.9002029015692,18097495,2018/06/15 22:20:44+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF H STREET NE,400790,136927,6,6A,1,104,Cluster 25,008402 1,008402,Precinct 82,38.9001951130558,-76.9908927027329,,2018/06/15 21:10:05+00,2018/06/15 21:17:57+00,440980651,18097495-01
-77.0332663160177,38.9111256498609,18097518,2018/06/15 22:26:44+00,EVENING,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF Q STREET NW,397115,138140,2,2F,2,208,Cluster 7,005201 4,005201,Precinct 16,38.9111178607248,-77.0332640214421,,2018/06/15 18:50:16+00,2018/06/15 21:46:39+00,440980652,18097518-01
-77.0229485867898,38.9161457765063,18097536,2018/06/15 23:10:00+00,MIDNIGHT,OTHERS,THEFT/OTHER,1900 - 1999 BLOCK OF 8TH STREET NW,398010,138697,1,1B,3,305,Cluster 3,004400 2,004400,Precinct 137,38.9161379859732,-77.0229462951203,,2018/06/15 22:24:58+00,1970/01/01 00:00:00+00,440980653,18097536-01
-77.0830700912444,38.9358377162694,18097539,2018/06/15 23:08:06+00,MIDNIGHT,OTHERS,THEFT F/AUTO,4200 - 4349 BLOCK OF MASSACHUSETTS AVENUE NW,392798,140886,3,3D,2,204,Cluster 14,000801 3,000801,Precinct 10,38.9358299240143,-77.0830677796479,,2018/06/15 17:00:03+00,2018/06/15 22:30:24+00,440980654,18097539-01
